search_id,street_no,street_dir,street,street_typ,unit_no,zip,results_num,possible_matches_num
5026,1535,SW,CLAY,ST,103,97201,67,1
5027,2309,SW,1ST,AVE,542,97201,114,1
5028,327,NW,PARK,AVE,3-B,97209,18,1
5029,3240,SW,DONNER WAY,CT,,97239,0,0
5030,1420,NW,LOVEJOY,ST,516,97209,205,1
5031,1910,SW,18th,AVE,#30,97201,26,0
5032,210,N,HAYDEN BAY,DR,,97217,1,1
5033,730,NW,NAITO,PKWY,E-32,97209,38,0
5034,841,SW,GAINES,ST,512,97239,220,1
5035,7931,SW,40TH,AVE,D,97219,13,1
5036,21016,SE,STARK,ST,31,97030,142,2
5037,155,SE,73RD,AVE,,97215,1,1
5038,1258,NW,Shattuck,WAY,305,97030,31,1
5039,2336,SW,OSAGE,ST,708,97205,88,1
5040,5620,SW,RIVERSIDE,LN,6,97239,19,1
5041,1410,NW,KEARNEY,ST,627,97209,130,1
5042,255,SW,HARRISON,ST,6A,97201,222,1
5043,2632,NE,201ST,AVE,22,97024,74,1
5044,4900,SE,122ND,AVE,,97236,2,2
5045,4812,SE,FRANKLIN SEE REMARKS,ST,,97206,0,0
5046,3570,SW,RIVER,PKWY,1609,97239,151,1
5047,5111,SW,CORBETT,AVE,#J,97239,2,0
5048,1132,SW,19TH,AVE,411,97205,87,1
5049,2309,SW,1ST AVENUE,AVE,1345,97201,0,0
5050,1134,NW,25TH,AVE,C,97210,5,1
5051,2786,SE,81ST,AVE,,97206,1,1
5052,217,NE,146TH,AVE,7,97230,46,1
5053,3216,SE,153RD,AVE,,97236,1,1
5054,5270,SW,LANDING,SQ,7-A,97239,6,1
5055,2709,SE,50TH,AVE,,97206,2,1
5056,440,NW,SKYLINE,BLVD,,97229,0,0
5057,15510,NE,KNOTT,ST,7,97230,28,1
5058,4325,SE,Division,ST,A,97206,3,0
5059,2711,NE,Sumner,ST,,97211,1,1
5060,6142,SE,RAMONA,ST,,97206,1,1
5061,1706,NE,HOGAN,DR,,97030,1,1
5062,841,SW,GAINES,ST,2012,97239,220,1
5063,840,NW,NAITO H-3,PKWY,H-3,97209,0,0
5064,2221,SW,1ST,AVE,1426,97201,153,1
5065,4911,NE,36th,AVE,,97211,1,1
5066,3711,N,OVERLOOK,BLVD,,97227,0,0
5067,9173,NW,GERMANTOWN,RD,,97231,1,1
5068,7534,N,BURLINGTON,AVE,5-Mar,97203,1,0
5069,5858,SW,RIVERIDGE,LN,3,97239,36,7
5070,154,N,HAYDEN BAY,DR,,97217,1,1
5071,1920,SW,River Dr. - The Stra,DR,G 303,97201,0,0
5072,1800,NE,17TH,AVE,6,97212,11,1
5073,549,SW,CALIFORNIA,ST,,97219,1,1
5074,1260,NW,NAITO,PKWY,205,97209,96,1
5075,1924,SE,LAMBERT,ST,,97202,0,0
5076,6846,NE,SANDY,BLVD,,97213,7,6
5077,2119,NE,14TH,AVE,1,97212,6,1
5078,1255,NW,9TH,AVE,602,97209,194,1
5079,6105,NE,BROADWAY,ST,,97213,1,0
5080,6746,NE,HANCOCK,ST,,97213,1,1
5081,2538,NW,THURMAN,ST,302,97210,17,1
5082,6805,N,Borthwick,,,97217,1,1
5083,2712,SE,65th,AVE,,97206,1,1
5084,4805,NE,14TH,PL,,97211,2,2
5085,230,SE,SPOKANE,ST,,97202,1,1
5086,9500,NE,SANDY,BLVD,,97220,5,3
5087,1930,SW,RIVER,DR,704,97201,72,1
5088,5620,SW,RIVERSIDE,LN,16,97239,19,1
5089,1410,NW,KEARNEY,ST,815,97209,130,1
5090,2533,NW,MARSHALL,ST,306,97210,22,1
5091,1680,SW,RADCLIFFE,RD,,97219,1,1
5092,3433,,MCNARY,PKWY,408,97035,0,0
5093,8712,N,Decatur  (Unit 504),ST,504,97203,0,0
5094,6841,NE,BROADWAY,ST,,97213,1,0
5095,3570,SW,RIVER,PKWY,1701,97239,151,1
5096,8819,SE,ELLIS,ST,5,97266,14,1
5097,3825,SE,182ND  AVE. /Dividab,,,97030,0,0
5098,100,NW,PITTOCK,DR,,97210,2,0
5099,1209,SW,6TH,AVE,505,97204,53,1
5100,1030,NW,12TH,AVE,122,97209,178,1
5101,109,NE,TILLAMOOK,ST,109,97212,1,0
5102,3601,SW,River,PKWY,431,97239,314,1
5103,1500,SW,PARK,AVE,417,97201,136,1
5104,57,,CONDOLEA,TER,,97035,0,0
5105,27260,SE,Carl,ST,,97080,1,1
5106,8819,SE,ELLIS,ST,2,97266,14,1
5107,3385,SE,BROOKLYN,ST,,97202,2,2
5108,1220,NE,17TH,AVE,4D,97232,92,1
5109,7007,SE,84TH,AVE,,97266,1,1
5110,1220,NE,17TH,AVE,12C,97232,92,1
5111,116,SE,8TH,ST,3,97060,65,1
5112,420,NW,11TH,AVE,507,97209,141,1
5113,7910,SW,31st Unit 302,AVE,302,97219,0,0
5114,4320,SW,CORBETT,AVE,213,97239,58,1
5115,2636,SE,87th,ST,,97266,0,0
5116,12400,SE,MAIN,ST,,97233,1,1
5117,1132,SW,19TH,AVE,503,97205,87,1
5118,12534,SE,KELLY,ST,,97236,1,1
5119,5720,SE,Taylor,ST,,97215,1,1
5120,49,,OSWEGO SMT,,49,97035,0,0
5121,3601,SW,River,PKWY,219,97239,314,1
5122,205,,HARRISON,ST,,97024,0,0
5123,18525,NE,MARINE,DR,B-3,97230,136,0
5124,3525,NE,50TH,AVE,212,97213,25,1
5125,111,SW,HARRISON,ST,19E,97201,170,1
5126,340,,7TH,ST,,97024,0,0
5127,9230,SE,DIVISION,ST,202,97266,9,1
5128,83,SE,176TH,PL,,97233,2,2
5129,522,SE,199th,AVE,,97233,24,24
5130,1318,NE,HOGAN,DR,,97030,1,1
5131,171,N,HAYDEN BAY,DR,BLD G,97217,1,0
5132,887,NE,FLEMING,AVE,B-1,97030,1,1
5133,7835,SE,92ND,AVE,,97266,32,32
5134,36,,NORTHVIEW,CT,,97035,0,0
5135,206,,CERVANTES,,,97010,0,0
5136,1025,NW,COUCH,ST,519,97209,136,1
5137,451,N,HAYDEN BAY,DR,Reli,97217,1,0
5138,6638,SE,67TH,AVE,,97206,0,0
5139,1767,NE,19TH,ST,,97030,1,1
5140,605,SW,TAYLORS FERRY,RD,,97219,9,8
5141,14964,NE,ROSE,PKWY,#B,97230,1,0
5142,2901,NE,Marine,DR,A-9,97211,45,0
5143,1260,NW,NAITO,PKWY,105,97209,96,1
5144,315,,CEDAR,ST,,97024,0,0
5145,2378,NW,RALEIGH,ST,11,97210,1,1
5146,111,SW,HARRISON,ST,16C,97201,170,1
5147,2149,SE,BROOKLYN,ST,,97202,0,0
5148,14840,NE,ROSE,PKWY,,97230,1,1
5149,5412,SE,MILWAUKIE,AVE,,97202,1,1
5150,6600,SE,DIVISION,ST,201,97206,28,1
5151,1244,NE,153,AVE,,97230,1,0
5152,1030,NW,12TH,AVE,226,97209,178,1
5153,1104,SW,COLUMBIA,ST,303,97201,29,1
5154,841,SW,GAINES,ST,1804,97239,220,1
5155,937,NW,GLISAN,ST,1032,97209,131,1
5156,313,,CERVANTES,,,97035,0,0
5157,531,NE,JESSUP,ST,,97211,2,2
5158,1221,SW,10TH,AVE,703,97205,228,2
5159,2230,W,BURNSIDE,RD,,97210,13,0
5160,7910,SW,31ST,AVE,105,97219,23,1
5161,841,SW,GAINES,ST,1410,97239,220,1
5162,1557,SE,127TH,AVE,,97233,1,1
5163,1023,NE,90TH,AVE,B,97220,4,1
5164,4694,SW,COMUS,PL,,97219,1,1
5165,2335,NW,RALEIGH,ST,121,97210,73,1
5166,5705,N,OMAHA,AVE,,97217,0,0
5167,8324,SE,11TH,AVE,,97202,2,2
5168,8231,N,FISKE,AVE,,97203,0,0
5169,2135,SE,77TH,AVE,,97215,0,0
5170,1900,SW,River Dr.THE STRAND,,TH111,97201,0,0
5171,1221,SW,10TH,AVE,1408,97205,228,1
5172,305,SW,MONTGOMERY,ST,302,97201,37,1
5173,839,SW,BROADWAY,DR,75,97201,9,1
5174,3543,SW,TROY,ST,17,97219,4,1
5175,1565,NE,HALE,PL,,97030,1,1
5176,1030,NW,JOHNSON,ST,217,97209,68,1
5177,1616,SE,SALMON,ST,,97214,1,1
5178,2722,SE,138TH,AVE,72,97236,4,1
5179,3601,SW,River,PKWY,802,97239,314,1
5180,3601,SW,RIVER,PKWY,1816,97239,314,1
5181,841,SW,Gaines,,1810,97239,220,1
5182,832,NE,HANCOCK,ST,,97212,2,1
5183,900,NE,81ST,AVE,201,97213,62,1
5184,333,NW,20TH,AVE,1,97209,4,1
5185,5615,N,Montana,AVE,,97217,1,1
5186,293,N,HAYDEN BAY,DR,293,97217,1,1
5187,900,NE,FRANCIS,AVE,19,97030,165,2
5188,620,NW,NAITO,PKWY,B-4,97209,14,0
5189,4710,N,MONTANA,AVE,,97217,2,1
5190,2454,NW,Westover,RD,A 503,97210,30,0
5191,1620,SE,HAWTHORNE,BLVD,,97214,7,6
5192,618,NW,12TH,AVE,201,97209,59,1
5193,7337,SW,BARBUR,BLVD,,97219,0,0
5194,920,NW,NAITO,PKWY,J-18,97209,24,1
5195,200,SW,FLORENCE,AVE,H-5,97080,135,0
5196,1001,NE,119,,,97220,1,0
5197,9406,SE,GLENWOOD,ST,,97266,1,1
5198,1926,W,Burnside,ST,1014,97209,265,1
5199,2325,NE,FLANDERS,ST,5,97232,21,1
5200,1133,NW,11TH,AVE,701,97209,66,1
5201,3429,NE,39th,AVE,,97212,1,1
5202,1920,SW,RIVER,DR,E506,97201,83,1
5203,,SW,River Parkway,,205,97239,0,0
5204,2740,SE,141ST,AVE,,97236,1,1
5205,3515,SW,BARBUR,BLVD,R-2,97239,25,0
5206,725,NW,10TH,AVE,209,97209,39,1
5207,23824,NE,TREEHILL,DR,,97060,1,1
5208,1604,NW,RIVERSCAPE,ST,,97209,2,2
5209,836,SW,CURRY,ST,1904,97239,91,1
5210,12723,,ADRIAN,CT,,97035,0,0
5211,841,SW,GAINES,ST,1710,97239,220,1
5212,21520,NE,WILLOW GLEN 183A,RD,183-A,97024,0,0
5213,3570,SW,RIVER,PKWY,2405,97239,151,1
5214,23706,NW,St Helens M-2,RD,,97231,0,0
5215,711,NE,RANDALL,AVE,102,97232,21,1
5216,4618,SE,Haig,ST,,97206,1,1
5217,1926,W,BURNSIDE,ST,1605,97209,265,1
5218,3601,SW,River,PKWY,1511,97239,314,1
5219,3601,SW,River,PKWY,2216,97239,314,1
5220,1320,SW,HALL,ST,102,97201,16,1
5221,916,NW,FLANDERS,ST,,97209,3,3
5222,850,SW,BROADWAY,DR,6,97201,14,1
5223,1135,SE,NEHALEM,ST,,97202,0,0
5224,420,NW,11TH,AVE,1106,97209,141,1
5225,3601,SW,River,PKWY,1914,97239,314,1
5226,1920,SW,RIVER,DR,P1302,97201,83,0
5227,836,SW,CURRY,ST,404,97239,91,1
5228,2525,N,KILLINGSWORTH,ST,104,97217,30,1
5229,2109,NW,Irving,,208,97210,56,1
5230,4408,SE,Jones,LN,,97060,1,1
5231,1030,NW,12th,AVE,324,97209,178,1
5232,1620,NE,BROADWAY,ST,442,97232,91,0
5233,3917,SW,Freeman,ST,,97219,1,1
5234,3601,SW,River,PKWY,618,97239,314,1
5235,2201,NW,PETTYGROVE,ST,,97210,1,1
5236,1500,SW,"11th , unit 2304",,,97201,0,0
5237,,NE,COUCH,ST,,97030,0,0
5238,1221,SW,10TH,AVE,1201,97205,228,1
5239,2643,NW,RALEIGH,ST,36,97210,6,1
5240,851,SW,PENNOYER,ST,,97239,1,1
5241,1260,NW,NAITO,PKWY,409,97209,96,1
5242,11927,SE,HOLGATE,BLVD,,97266,1,1
5243,12555,SE,BOISE,ST,,97236,2,2
5244,5812,NE,6TH,AVE,,97211,1,1
5245,1811,NW,Couch,,202,97209,57,1
5246,3601,SW,RIVER,PKWY,814,97239,314,1
5247,1001,NW,Lovejoy,,802,97209,129,1
5248,3601,SW,River,PKWY,2512,97239,314,1
5249,2436,NW,Westover,,W301,97210,7,0
5250,620,NW,NAITO,PKWY,B-3,97209,14,0
5251,820,NW,12TH,AVE,410,97209,70,1
5252,240,SW,Tryon Hill,RD,,97035,1,0
5253,2673,NW,KENNEDY,CT,,97229,1,1
5254,2335,NW,RALEIGH - 133,ST,133,97210,0,0
5255,3601,SW,RIVER,PKWY,908,97239,314,1
5256,1949,SE,PALMQUIST,RD,#12,97080,245,0
5257,1209,SW,6TH,AVE,903,97204,53,1
5258,722,NW,24TH,AVE,103,97210,20,1
5259,949,NW,OVERTON,ST,1202,97209,184,1
5260,20,NW,16TH,AVE,206,97209,73,1
5261,9213,NW,GERMANTOWN,RD,30,97231,1,0
5262,6418,SE,93RD,AVE,,97266,2,2
5263,2825,NW,UPSHUR,ST,H,97210,9,1
5264,711,NE,RANDALL,AVE,105,97232,21,1
5265,7547,N,EDGEWATER,AVE,,97203,1,0
5266,1920,SW,River Dr.THE STRAND,,H-604,97201,0,0
5267,3601,SW,RIVER,PKWY,2614,97239,314,1
5268,114,SE,73RD,AVE,,97215,1,1
5269,1765,NE,19TH,ST,,97030,1,1
5270,1500,SW,5TH,AVE,104,97201,160,1
5271,12445,SW,34TH,AVE,,97219,0,0
5272,1315,SE,76TH,AVE,,97215,0,0
5273,1829,SE,LADD,AVE,&1831,97214,2,0
5274,5910,SW,RIVERIDGE,LN,,97239,1,1
5275,3601,SW,River,PKWY,1102,97239,314,1
5276,2525,N,KILLINGSWORTH,ST,101,97217,30,1
5277,3473,SW,BARBUR,BLVD,8,97239,9,1
5278,7910,SW,31ST,AVE,106,97219,23,1
5279,1621,SE,SALMON,ST,,97214,2,1
5280,411,NW,FLANDERS,ST,309,97209,65,1
5281,1535,SW,CLAY,ST,209,97201,67,1
5282,1001,NW,LOVEJOY,ST,1208,97209,129,1
5283,2829,SE,BELMONT,ST,306,97214,32,1
5284,635,SW,SUNSET,WAY,,97060,2,2
5285,1500,SW,11TH,AVE,207,97201,146,1
5286,1501,SW,HALL,ST,A,97201,2,2
5287,1426,SE,KNAPP,ST,,97202,0,0
5288,2724,SE,138TH,AVE,77,97236,4,1
5289,1316,NE,HOGAN,DR,,97030,1,1
5290,48,,EAGLE CREST,DR,1B,97035,0,0
5291,12590,SE,MAIN,ST,,97233,1,1
5292,1410,NW,KEARNEY,ST,1114,97209,130,1
5293,8014,N,Mohawk,AVE,,97203,1,1
5294,3601,SW,RIVER,PKWY,811,97239,314,1
5295,34,,OSWEGO SMT,,34,97035,0,0
5296,1314,NW,IRVING,ST,212,97209,240,1
5297,7055,N,GREENWICH,AVE,,97217,0,0
5298,7011,N,TRUMBULL,AVE,,97203,0,0
5299,1234,SW,18TH,AVE,401,97205,52,1
5300,1932,SE,122ND,AVE,,97233,1,1
5301,1260,NW,NAITO,PKWY,610,97209,96,1
5302,937,NW,GLISAN,ST,432G,97209,131,0
5303,1620,NE,BROADWAY,ST,512,97232,91,0
5304,1900,SW,River The Strand,,B1002,97201,0,0
5305,725,NW,10TH,AVE,307,97209,39,1
5306,10105,NW,SAINT HELENS,RD,,97231,0,0
5307,1010,NW,NAITO,PKWY,M 1,97209,17,0
5308,1132,SW,19TH,AVE,709,97205,87,1
5309,420,NW,11TH,AVE,#720,97209,141,0
5310,581,NE,FLEMING,AVE,,97030,1,1
5311,1220,NE,17TH,AVE,4C,97232,92,1
5312,3601,SW,RIVER,PKWY,2318,97239,314,1
5313,4527,SE,51st,AVE,,97206,1,1
5314,4828,NE,25th,,,97211,1,1
5315,217,NE,146TH,AVE,17,97230,46,1
5316,3129,N,WILLAMETTE,BLVD,205,97217,8,0
5317,15305,NW,NEWBERRY,RD,,97231,0,0
5318,1500,SW,11th unit 2204,,,97201,0,0
5319,1829,NW,LOVEJOY,ST,308,97209,69,1
5320,1511,SE,45TH,AVE,106,97215,1,1
5321,3570,SW,RIVER,PKWY,1901,97239,151,1
5322,1920,SW,RIVER-THE STRAND,DR,1201,97201,0,0
5323,10242,NW,WILSHIRE,LN,,97229,1,1
5324,3601,SW,RIVER,PKWY,2414,97239,314,1
5325,18525,NE,Marine Dr E-2,,E-2,97230,0,0
5326,1941,NW,HOYT,ST,,97209,1,1
5327,716,NW,WESTOVER,CIR,,97210,1,1
5328,1900,SW,RIVER,DR,D805,97201,68,0
5329,2538,NW,THURMAN,ST,303,97210,17,1
5330,2533,SE,119TH unit 5,AVE,5,97266,0,0
5331,2403,SW,NEBRASKA,ST,14,97239,9,1
5332,3097,NE,ALBUS,CT,,97024,0,0
5333,1540,SW,VISTA,AVE,3000,97201,5,1
5334,1030,NW,JOHNSON,ST,317,97209,68,1
5335,21100,NE,SANDY,BLVD,104,97024,258,0
5336,1830,NW,RIVERSCAPE,ST,409,97209,79,0
5337,325,NE,GRAHAM,ST,10,97212,10,1
5338,16000,SE,POWELL,BLVD,75,97236,158,2
5339,1134,SW,JEFFERSON 408,ST,408,97201,0,0
5340,6759,N,SALEM,AVE,,97203,2,2
5341,3601,SW,RIVER,PKWY,1506,97239,314,1
5342,1510,NE,"42nd Ave , Halsey",,,97213,0,0
5343,3601,SW,River,PKWY,2106,97239,314,1
5344,7175,SW,LA VIEW,DR,,97219,0,0
5345,4315,SE,DIVISION,ST,C,97206,7,0
5346,2708,SE,138TH,AVE,41,97236,8,1
5347,111,SW,HARRISON,ST,17A,97201,170,1
5348,2343,SE,YAMHILL,ST,,97214,2,1
5349,23123,NE,ARATA,RD,,97060,1,1
5350,225,SW,MONTGOMERY,ST,G-10,97201,12,0
5351,2211,SW,1ST,AVE,1201,97201,97,1
5352,1001,NW,LOVEJOY,ST,,97209,129,129
5353,111,SW,HARRISON,ST,6C,97201,170,1
5354,3234,SE,153RD,AVE,,97236,1,1
5355,3601,SW,RIVER,PKWY,1902,97239,314,1
5356,6040,SE,32nd,AVE,,97202,1,1
5357,2039,NW,VILLAGE,CIR,10,97229,1,1
5358,2448,NW,Westover,RD,E301,97210,10,0
5359,7123,SE,MALL,ST,,97206,0,0
5360,6101,SE,WOODSTOCK,BLVD,,97206,2,2
5361,4924,SE,122ND,AVE,,97236,1,1
5362,606,NW,NAITO,PKWY,,97209,25,25
5363,15420,NE,KNOTT,ST,10,97230,27,1
5364,949,NW,OVERTON,ST,704,97209,184,1
5365,1920,SW,RIVER,DR,H-202,97201,83,0
5366,1427,SW,HUME,CT,,97219,0,0
5367,2634,NE,38th,AVE,,97212,1,1
5368,3601,SW,RIVER,PKWY,1802,97239,314,1
5369,1667,N,JANTZEN,AVE,,97217,6,6
5370,2731,SE,131ST,AVE,,97236,2,2
5371,572,NE,FLEMING,AVE,B-53,97030,1,1
5372,422,NE,117TH,AVE,,97220,2,2
5373,14837,SE,GRANT,CT,,97233,1,1
5374,701,NE,28TH,AVE,10,97232,38,1
5375,400,NE,100TH,AVE,111,97220,106,1
5376,3317,SE,122ND,AVE,5,97236,19,1
5377,1125,NW,9TH,AVE,6-Feb,97209,153,0
5378,5109,NE,11TH,AVE,,97211,2,2
5379,16745,SE,DIVISION,ST,#199,97236,304,0
5380,1410,NW,KEARNEY,ST,920,97209,130,1
5381,3701,SW,CONDOR,AVE,A1,97239,33,2
5382,1146,NW,JOHNSON,ST,,97209,1,1
5383,841,SW,GAINES,ST,441,97239,220,1
5384,5125,SW,CORBETT,AVE,,97239,2,2
5385,18525,NE,MARINE,DR,E-7,97230,136,0
5386,8333,SE,23RD    C,AVE,C,97202,0,0
5387,3601,SW,RIVER,PKWY,2616,97239,314,1
5388,405,NW,UPTOWN,TER,1B,97210,6,1
5389,1400,NW,IRVING,ST,528,97209,192,1
5390,3131,NE,7TH,AVE,9,97212,2,1
5391,704,,BUXTON,AVE,,97060,0,0
5392,111,SW,HARRISON,ST,5B,97201,170,1
5393,3217,NE,RODNEY,AVE,,97212,2,1
5394,4606,W,POWELL,BLVD,263,97030,4,1
5395,220,NE,VILLAGE SQUIRE,AVE,#2,97030,16,0
5396,3038,SW,FLORIDA,CT,#B,97219,4,0
5397,3653,SW,Dosch,CT,,97221,2,2
5398,1920,SW,River Dr. The Strand,DR,H 704,97201,0,0
5399,5190,SE,17th,TER,,97030,1,0
5400,2220,NE,CLACKAMAS,ST,,97232,1,0
5401,2120,NW,16TH,AVE,A-11,97209,3,0
5402,709,SW,16TH,AVE,209,97205,56,1
5403,2221,SW,1ST,AVE,2624,97201,153,1
5404,200,SW,FLORENCE,AVE,I -3,97080,135,0
5405,15013,SE,DIVISION,ST,4,97236,2,1
5406,5250,SW,LANDING,DR,208b1,97239,47,1
5407,300,NW,8TH,AVE,507,97209,74,1
5408,8409,SE,Division,ST,,97266,15,15
5409,773,SW,CRESTVIEW,WAY,,97060,1,1
5410,2454,NW,WESTOVER,RD,A206,97210,30,0
5411,650,,LINCOLN,ST,,97024,0,0
5412,2026,SE,TENINO,ST,,97202,2,2
5413,1221,SW,10,AVE,215,97205,228,0
5414,300,NW,8TH,AVE,903,97209,74,4
5415,6632,SE,Ramona,ST,,97206,1,1
5416,3610,SE,141ST,AVE,,97236,2,2
5417,1339,SW,RADCLIFFE,RD,,97219,3,3
5418,111,SW,HARRISON,ST,15H,97201,170,1
5419,5002,SE,WOODWARD,ST,,97206,8,6
5420,2724,SE,138TH,AVE,75,97236,4,1
5421,1116,NW,JOHNSON,ST,,97209,1,1
5422,2323,SW,Park,PL,503A,97205,1,0
5423,4280,SW,CORBETT,AVE,305,97239,24,1
5424,739,NE,93RD,AVE,,97220,1,1
5425,3200,SE,PALMQUIST,RD,30,97080,156,1
5426,1120,NW,JOHNSON,ST,,97209,1,1
5427,600,SE,MARION,ST,510,97202,56,1
5428,707,N,HAYDEN ISLAND,DR,418,97217,90,0
5429,1500,SW,5TH,AVE,1802,97201,160,2
5430,6828,N,MONTEITH,AVE,,97203,0,0
5431,159,SW,FLORENCE,AVE,N-71,97080,81,0
5432,5668,SW,RIVERPOINT,LN,,97239,1,1
5433,1920,SW,River Dr. The Strand,DR,L 907,97201,0,0
5434,2442,NW,Westover,RD,K 402,97210,9,0
5435,350,N,TOMAHAWK ISLAND,DR,,97217,7,0
5436,616,N,TOMAHAWK ISLAND,DR,616,97217,1,0
5437,255,SE,162ND,AVE,311,97233,1,1
5438,575,NE,FLEMING,AVE,B-43,97030,1,1
5439,7646,SE,HARNEY,ST,,97206,0,0
5440,333,NW,9TH,AVE,403,97209,185,1
5441,3601,SW,RIVER,PKWY,2905,97239,314,1
5442,3601,SW,River,PKWY,2312,97239,314,1
5443,3570,SW,RIVER,PKWY,1809,97239,151,1
5444,1500,SW,PARK,AVE,415,97201,136,1
5445,1926,W,BURNSIDE,ST,1119,97209,265,1
5446,45,,EAGLE CREST,DR,409,97035,0,0
5447,23200,NE,SANDY,BLVD,42,97060,191,0
5448,19609,NE,MARINE,DR,E-11,97230,194,0
5449,1923,SW,IDAHO,ST,,97239,1,1
5450,1920,SW,River Dr. The Strand,DR,K1006,97201,0,0
5451,1920,SW,RIVER,DR,606,97201,83,1
5452,1005,SW,PARK,AVE,804,97205,59,1
5453,2350,NW,SAVIER,ST,222,97210,76,1
5454,8201,SE,Aspen Summit (13),DR,13,97266,0,0
5455,1025,NW,COUCH,ST,1120,97209,136,1
5456,3721,SE,136TH,AVE,F,97236,8,1
5457,1001,NW,Lovejoy,,S-450,97209,129,0
5458,7910,SW,31st Unit 305,AVE,305,97219,0,0
5459,2829,SE,BELMONT,ST,309,97214,32,1
5460,7929,SW,40TH,AVE,P,97219,18,1
5461,411,NW,FLANDERS,ST,306,97209,65,1
5462,6735,SW,CAPITOL HILL,RD,6,97219,8,1
5463,2860,NE,BLOSSOM HILL 186A,RD,186-A,97024,0,0
5464,4108,SW,CORBETT,AVE,29,97239,1,1
5465,2445,NW,WESTOVER,RD,203,97210,66,2
5466,2213,NW,PETTYGROVE,ST,,97210,2,2
5467,1134,SW,JEFFERSON,ST,604,97201,50,1
5468,1415,SE,167TH (reduced),AVE,,97233,0,0
5469,722,NW,24TH,AVE,204,97210,20,1
5470,3601,SW,RIVER,PKWY,1216,97239,314,1
5471,3601,SW,River,PKWY,421,97239,314,1
5472,3601,SW,RIVER,PKWY,707,97239,314,1
5473,5400,NE,30TH,AVE,103,97211,20,2
5474,311,NW,12TH,AVE,201,97209,63,1
5475,2335,NW,RALEIGH,ST,A323,97210,73,1
5476,2742,SE,138TH,AVE,127,97236,5,1
5477,1920,SW,River Dr. The Strand,DR,H 504,97201,0,0
5478,2245,SW,PARK,PL,#2B,97205,38,0
5479,841,SW,GAINES,ST,209,97239,220,1
5480,2020,SW,MAIN,ST,805,97205,47,1
5481,1010,NW,NAITO,PKWY,M-19,97209,17,1
5482,1926,W,Burnside,,802,97209,265,1
5483,725,NW,10th,AVE,313,97209,39,1
5484,4280,SW,Corbett,AVE,403,97239,24,1
5485,2351,NW,WESTOVER,,902,97210,112,1
5486,300,NW,8TH,AVE,1003,97209,74,0
5487,14925,NE,SACRAMENTO,ST,17,97230,4,1
5488,315,N,MORGAN,ST,,97217,1,1
5489,6149,NE,FAILING,ST,,97213,0,0
5490,1926,W,BURNSIDE,ST,207,97209,265,1
5491,7835,SE,92ND,AVE,15,97266,32,1
5492,20,SE,172ND,AVE,104,97233,24,1
5493,3601,SW,River,PKWY,1704,97239,314,1
5494,1920,SW,THE STRAND-River,DR,305,97201,0,0
5495,949,NW,OVERTON,ST,1301,97209,184,1
5496,1900,SW,River,DR,303,97201,68,1
5497,606,SW,NEVADA,ST,C,97219,9,1
5498,10253,NW,EDGEWOOD,DR,,97229,1,1
5499,23915,NE,POPLAR,CT,,97060,1,1
5500,709,SW,16TH,AVE,307,97205,56,1
5501,3014,NW,Montara,LOOP,101,97229,2,0
5502,27132,NW,REEDER,RD,,97231,2,2
5503,40,SE,133RD,AVE,,97233,5,5
5504,2768,SE,87TH,AVE,B,97266,6,1
5505,10226,NW,WILSHIRE,LN,,97229,1,1
5506,1900,SW,RIVER,DR,802,97201,68,1
5507,635,NW,24TH,AVE,,97210,1,1
5508,1900,SW,RIVER-THE STRAND,DR,D905,97201,0,0
5509,2742,NE,201ST,AVE,1,97024,10,1
5510,949,NW,OVERTON,,502,97209,184,1
5511,1410,NW,KEARNEY,ST,725,97209,130,1
5512,5127,SW,CORBETT,AVE,C,97239,2,1
5513,6525,NE,ALAMEDA,ST,,97213,1,1
5514,3930,SE,162ND,AVE,#13,97236,113,0
5515,2442,NW,Westover,RD,K 401,97210,9,0
5516,3212,SE,153RD,AVE,,97236,1,1
5517,48117,E,HISTORIC COLUMBIA RI,HWY,,97019,0,0
5518,21014,NE,Interlachen,LN,,97024,1,1
5519,1727,NE,MULTNOMAH,ST,2,97232,15,1
5520,416,NW,13TH,AVE,507,97209,96,1
5521,937,NW,GLISAN,ST,433,97209,131,1
5522,2230,N,BROUGHTON,DR,,97217,1,1
5523,3601,SW,River,PKWY,2212,97239,314,1
5524,5931,SE,MILWAUKIE,AVE,7,97202,9,1
5525,1511,SW,Radcliffe,CT,,97219,1,1
5526,18525,NE,MARINE,DR,E-4,97230,136,0
5527,8055,N,LEAVITT,AVE,,97203,1,1
5528,1900,SW,RIVER,DR,B 502,97201,68,0
5529,1132,SW,19TH,AVE,603,97205,87,1
5530,2350,NW,SAVIER,ST,B312,97210,76,1
5531,8221,SE,8TH,AVE,,97202,0,0
5532,1920,SW,RIVER,DR,TH102,97201,83,0
5533,5602,SW,RIVERSIDE,LN,2,97239,10,1
5534,2919,SE,WOODWARD,ST,4,97202,10,1
5535,3601,SW,RIVER,PKWY,2010,97239,314,1
5536,655,N,TOMAHAWK ISLAND,DR,,97217,1,0
5537,900,NE,81ST,AVE,205,97213,62,1
5538,111,SW,HARRISON,ST,16E,97201,170,1
5539,938,SW,Brianne,CIR,58,97060,1,1
5540,1209,SW,6TH,AVE,704,97204,53,1
5541,5408,SE,MILWAUKIE,AVE,,97202,1,1
