search_id,street_no,street_dir,street,street_typ,unit_no,zip,results_num,possible_matches_num
1404,2255,SW,MILITARY,RD,,97219,1,1
1405,17809,NE,MARINE,DR,C-6,97230,94,0
1406,8373,SW,24TH,AVE,,97219,1,1
1407,1030,NW,12TH,AVE,328,97209,178,1
1408,11630,N,ISLAND COVE,LN,,97217,2,2
1409,1030,NW,12TH,AVE,431,97209,178,1
1410,1930,SW,RIVER,DR,E 801,97201,72,0
1411,14803,NE,Sacramento,ST,83,97230,8,1
1412,1260,NW,NAITO,PKWY,710,97209,96,1
1413,2336,SW,OSAGE,ST,602,97205,88,1
1414,6323,NW,Manor,DR,,97210,1,1
1415,1410,SW,11TH,AVE,306,97201,45,1
1416,6139,SW,Virginia,AVE,,97239,1,1
1417,1503,N,HAYDEN ISLAND,DR,#94,97217,375,0
1418,3575,NE,BROADWAY,ST,,97232,11,0
1419,1001,NW,LOVEJOY,ST,610,97209,129,1
1420,3717,SE,42ND,AVE,D,97206,4,1
1421,2109,NW,Irving,,B2,97210,56,0
1422,2020,SW,MARKET STREET,DR,202,97201,20,1
1423,3212,NE,29TH,ST,,97030,1,1
1424,821,SE,29TH,AVE,2,97214,8,1
1425,11137,SW,Capital,HWY,,97219,5,0
1426,8040,N,BURLINGTON,AVE,,97203,1,1
1427,21440,NE,WILLOW GLEN 147A,RD,147-A,97024,0,0
1428,920,NW,NAITO,PKWY,J-5,97209,24,1
1429,310,SW,VERMONT,ST,,97219,1,1
1430,821,SE,29TH,AVE,5,97214,8,1
1431,2445,NW,WESTOVER,RD,310,97210,66,1
1432,8060,N,BURLINGTON,AVE,,97203,1,1
1433,722,NW,24TH,AVE,206,97210,20,1
1434,3930,SE,162ND,AVE,64,97236,113,3
1435,1559,SE,127TH,AVE,,97233,1,1
1436,702,NW,WESTOVER,TER,702,97210,1,0
1437,10217,NW,EDGEWOOD,DR,#47,97229,1,0
1438,2105,SW,Clifton,,,97201,1,1
1439,1132,SW,19TH,AVE,105,97205,87,1
1440,444,N,HAYDEN ISLAND,DR,,97217,1,0
1441,3926,N,GANTENBEIN,AVE,,97227,0,0
1442,1005,SW,PARK,AVE,505,97205,59,1
1443,6737,SW,30TH,AVE,C,97219,2,1
1444,5053,SW,VIEW POINT,TER,,97239,2,2
1445,2351,,Westover,,407,97210,0,0
1446,720,NW,WESTOVER,CIR,,97210,1,1
1447,3525,NE,50th,AVE,312,97213,25,1
1448,3570,SW,RIVER,PKWY,805,97239,151,1
1449,1962,SW,MILITARY,RD,,97219,1,1
1450,841,SW,Gaines,ST,405,97239,220,1
1451,1025,NW,COUCH,ST,1114,97209,136,1
1452,821,NW,11TH,AVE,307,97209,68,1
1453,2021,SW,MAIN,ST,35,97205,56,1
1454,235,SE,94TH,AVE,,97216,1,1
1455,1234,SW,18th,AVE,505,97205,52,1
1456,236,NW,ELEVEN LOT 77,,77,97030,0,0
1457,3615,SE,BELMONT,ST,,97214,3,2
1458,949,NW,Overton,ST,303,97209,184,1
1459,603,NE,Webster,ST,,97211,1,1
1460,5858,SW,RIVERIDGE,LN,23,97239,36,1
1461,1503,N,HAYDEN ISLE,DR,#86,97217,0,0
1462,5404,NE,23RD,AVE,,97211,0,0
1463,1500,SW,5TH,AVE,2106,97201,160,1
1464,23856,NW,St Helens,RD,M-50,97231,4,1
1465,3028,NW,CHAPIN,DR,,97229,2,2
1466,159,SW,FLORENCE,AVE,L66,97080,81,1
1467,813,NE,90TH,AVE,,97220,1,1
1468,3601,SW,River,PKWY,1216,97239,314,1
1469,75,,NANSEN SMT,,,97035,0,0
1470,130,N,Tomahawk Island,DR,,97217,5,0
1471,720,NW,NAITO Free HOA,PKWY,D-15,97209,0,0
1472,632,N,TOMAHAWK ISLAND,DR,632,97217,5,0
1473,245,NE,61ST,AVE,6,97213,8,1
1474,1125,NW,9TH,AVE,502,97209,153,1
1475,7910,SW,31ST,AVE,,97219,23,23
1476,3601,SW,RIVER,PKWY,1916,97239,314,1
1477,1132,SW,19th,AVE,204,97205,87,1
1478,311,NW,12TH,AVE,401,97209,63,1
1479,6742,N,RICHMOND,AVE,,97203,1,1
1480,2105,NE,EVERETT,ST,8,97232,9,1
1481,39,,SPINOSA,,,97035,0,0
1482,8833,N,SYRACUSE - 7,ST,7,97203,0,0
1483,3601,SW,RIVER,PKWY,1810,97239,314,1
1484,4550,NE,32ND,PL,,97211,0,0
1485,1615,NE,47TH,AVE,,97213,0,0
1486,20,NW,16TH,AVE,316,97209,73,1
1487,2335,N,MARINE,DR,#6,97217,43,0
1488,1001,NW,LOVEJOY,ST,305,97209,129,1
1489,1843,N,Jantzen,AVE,,97035,2,0
1490,1926,W,BURNSIDE,ST,304,97209,265,1
1491,1930,SW,RIVER-THE STRAND,,503,97201,0,0
1492,841,SW,Gaines,ST,1404,97239,220,1
1493,5702,SW,Grover,CT,,97221,1,1
1494,1900,SW,RIVER,DR,303,97201,68,1
1495,1221,SW,10TH,,902,97205,228,1
1496,1220,NE,17TH,AVE,12E,97232,92,1
1497,1926,W,BURNSIDE,ST,204,97209,265,1
1498,1221,SW,10TH,AVE,211,97205,228,1
1499,120,SW,JEFFERSON,ST,,97201,6,6
1500,6901,SE,OAKS PARK,WAY,18,97202,74,2
1501,2733,NE,77th,PL,,97213,1,1
1502,4436,NE,PORTLAND,HWY,,97218,3,2
1503,2829,SE,BELMONT,ST,105,97214,32,1
1504,159,SW,FLORENCE,AVE,C16,97080,81,1
1505,2629,SW,BUENA VISTA,DR,,97201,1,0
1506,3252,SE,153RD,AVE,,97236,1,1
1507,12038,SE,BUSH,ST,#B,97266,2,0
1508,1830,NW,RIVERSCAPE,ST,503,97209,79,0
1509,2808,SE,BELMONT,ST,,97214,2,2
1510,720,SE,221ST,AVE,,97030,1,1
1511,841,SW,GAINES,ST,211,97239,220,3
1512,1616,SW,HARBOR,WAY,511,97201,53,1
1513,19155,SE,YAMHILL,ST,17,97233,4,1
1514,3601,SW,RIVER,PKWY,2212,97239,314,1
1515,1714,NE,HOGAN,DR,,97030,1,1
1516,2265,N,BROUGHTON,DR,,97217,1,1
1517,222,SE,SPOKANE,ST,,97202,3,3
1518,2600,NE,205TH,AVE,#2,97201,53,0
1519,14169,NE,Flanders,,,97230,1,1
1520,12655,SE,MAIN,ST,,97233,1,1
1521,840,NW,NAITO,PKWY,H-8,97209,13,1
1522,893,NE,90TH,AVE,,97220,1,1
1523,8063,SE,17TH,AVE,,97202,4,3
1524,1410,NW,KEARNEY,ST,817,97209,130,1
1525,13536,SE,STEELE,ST,,97236,2,2
1526,4638,W,POWELL,BLVD,153,97030,6,1
1527,111,SW,HARRISON,ST,4C,97201,170,1
1528,1420,NW,20TH No. 401,AVE,401,97209,0,0
1529,110,,ASH,AVE,,97060,0,0
1530,18525,NE,MARINE,DR,C8,97230,136,0
1531,1930,SW,RIVER,DR,804,97201,72,1
1532,3525,NE,50TH,AVE,206,97213,25,1
1533,159,SW,FLORENCE,AVE,,97080,81,81
1534,3601,SW,RIVER,PKWY,1300,97239,314,1
1535,311,NW,12TH,AVE,1002,97209,63,1
1536,917,NE,68TH,AVE,917,97213,2,1
1537,1255,NW,9TH,AVE,311,97209,194,1
1538,1205,SW,CARDINELL,DR,704,97201,61,1
1539,15350,NE,SANDY,BLVD,,97230,13,13
1540,1920,SW,River,DR,L1007,97201,83,0
1541,44,,EAGLE CREST,DR,29,97035,0,0
1542,111,SE,60TH,AVE,,97215,0,0
1543,1260,NW,NAITO,PKWY,1004,97209,96,1
1544,1125,NW,9TH,AVE,,97209,153,153
1545,2350,NW,SAVIER,ST,108,97210,76,1
1546,841,SW,GAINES,ST,702,97239,220,1
1547,102,NE,BIRCH,AVE,,97060,0,0
1548,10600,SE,CLINTON,ST,,97266,0,0
1549,1631,NW,EVERETT,ST,404,97209,38,1
1550,3601,SW,RIVER,PKWY,325,97239,314,1
1551,3355,NE,162ND,AVE,,97230,1,1
1552,18305,NE,Marine,DR,B-5,97230,28,0
1553,4206,SE,Belmont,ST,350,97215,2,0
1554,3601,SW,River,PKWY,1502,97239,314,1
1555,940,NW,NAITO,PKWY,L11,97209,16,0
1556,1503,N,HAYDEN ISLAND,DR,#52,97217,375,0
1557,2222,NW,HOYT,ST,203,97210,15,1
1558,26,,PARTRIDGE,LN,,97035,0,0
1559,10120,SE,YUKON,ST,,97266,0,0
1560,6039,SE,WOODSTOCK,BLVD,,97206,2,2
1561,5530,NE,7th Unit 3,AVE,3,97211,0,0
1562,4415,NE,73RD,AVE,,97218,0,0
1563,4616,NE,SKIDMORE,ST,,97218,1,1
1564,222,SW,CLARA MAE,WAY,,97219,1,1
1565,859,N,HARBOUR,DR,,97217,2,2
1566,3601,SW,River,PKWY,1716,97239,314,1
1567,11209,SW,SOUTHRIDGE,DR,,97219,0,0
1568,2829,SE,BELMONT,ST,102,97214,32,1
1569,2788,NW,KENNEDY,CT,,97229,1,1
1570,1503,N,Hayden Island,DR,#133,97217,375,0
1571,1184,NE,106TH,AVE,,97220,2,2
1572,1260,NW,NAITO,PKWY,1002,97209,96,1
1573,7114,SE,66th,AVE,,97206,1,1
1574,7321,N,CHARLESTON,AVE,,97203,1,0
1575,1111,SW,IVORY,LOOP,,97080,1,1
1576,111,SW,HARRISON,ST,15A,97201,170,1
1577,937,NW,GLISAN,ST,1433D,97209,131,0
1578,9811,SE,REEDWAY,ST,,97266,2,2
1579,1146,SW,10TH,DR,,97080,1,0
1580,1030,NW,JOHNSON,ST,#319,97209,68,0
1581,8411,SW,24TH,AVE,,97219,1,1
1582,3570,SW,RIVER,PKWY,2011,97239,151,1
1583,12644,SE,FOSTER,RD,7C,97236,4,0
1584,14953,SE,GRANT,CT,,97233,1,1
1585,14945,NE,SACRAMENTO,ST,#32,97230,8,0
1586,2015,NW,VILLAGE,CIR,,97229,1,1
1587,1500,SW,PARK,AVE,332,97201,136,1
1588,9,NE,Greenway,DR,,97030,1,1
1589,10617,NE,Knott,ST,,97220,0,0
1590,581,SE,148TH,AVE,c-3,97233,1,0
1591,3570,SW,RIVER,PKWY,2205,97239,151,1
1592,2931,SE,WOODWARD,ST,10,97202,7,1
1593,12002,N,JANTZEN BEACH,AVE,65,97217,1,1
1594,2649,NW,KENNEDY,CT,131,97229,1,1
1595,3601,SW,River,PKWY,327,97239,314,1
1596,164,SE,73RD,AVE,,97215,1,1
1597,5411,SE,HAWTHORNE,BLVD,,97215,2,2
1598,6615,NE,GRAND,AVE,,97211,0,0
1599,15715,NE,BEECH,ST,4F,97230,8,1
1600,7156,SE,Reed College,PL,,97202,1,1
1601,1001,NW,LOVEJOY 608,ST,608,97209,0,0
1602,1620,NE,BROADWAY,ST,236,97232,91,0
1603,31,,MORNINGVIEW,CIR,,97035,0,0
1604,2020,SW,MARKET STREET,DR,405,97201,20,1
1605,841,SW,GAINES,ST,506,97239,220,1
1606,1710,SW,HARBOR,WAY,404,97201,22,1
1607,7010,N,FISKE,AVE,,97203,0,0
1608,2995,NE,RENE,AVE,10D,97030,1,0
1609,3165,NW,SKYLINE,BLVD,#3,97229,1,0
1610,1500,SW,11th unit 607,,,97201,0,0
1611,2772,SE,87th,AVE,#B,97266,5,0
1612,3200,SE,PALMQUIST,RD,9,97080,156,1
1613,821,SE,29TH,AVE,4,97214,8,1
1614,3570,SW,RIVER PARKWAY,,405,97239,0,0
1615,12510,SE,STARK,ST,G,97233,8,1
1616,1220,NE,17TH,AVE,14-A,97232,92,0
1617,4030,SE,IVON,ST,#3,97202,10,0
1618,835,SW,PENNOYER,ST,,97239,1,1
1619,4512,SW,11TH,ST,,97080,1,1
1620,7300,SE,SHERMAN,ST,,97215,0,0
1621,3601,SW,RIVER,PKWY,1618,97239,314,1
1622,937,NW,GLISAN,ST,234H,97209,131,0
1623,18704,NW,Reeder,RD,,97231,1,1
1624,1402,NE,HOGAN,DR,,97030,1,1
1625,949,NW,OVERTON,,906,97209,184,1
1626,1920,SW,River Dr. The Strand,DR,J 305,97201,0,0
1627,5624,SW,RIVERSIDE,LN,6,97239,16,1
1628,1500,SW,5TH,AVE,2401,97201,160,1
1629,15119,NE,Rose,PKWY,,97230,1,1
1630,1255,NW,9TH,AVE,1101,97209,194,1
1631,12028,SE,BUSH,ST,A,97266,2,1
1632,2211,SW,1ST,AVE,1005,97201,97,1
1633,8904,NE,Milton,,,97220,1,1
1634,1930,SW,RIVER,DR,102,97201,72,1
1635,1221,SW,10TH,AVE,506,97205,228,1
1636,1234,SW,18th,AVE,309,97205,52,1
1637,1134,SW,JEFFERSON,ST,502,97201,50,1
1638,11616,N,Island Cove Lane,,,97217,0,0
1639,5150,SW,LANDING,DR,207,97239,37,1
1640,6520,SE,MORRISON,ST,,97215,2,2
1641,651,N,TOMAHAWK ISLAND,DR,,97217,1,0
1642,119,N,HAYDEN BAY,DR,119,97217,1,1
1643,709,SW,16TH,AVE,506,97205,56,1
1644,3628,SW,MULTNOMAH,BLVD,,97219,1,1
1645,2211,SW,1ST,AVE,303,97201,97,1
1646,97,,OSWEGO SMT,,97,97035,0,0
1647,7926,SW,31st,AVE,6,97219,3,1
1648,47,,EAGLE CREST,DR,31,97035,0,0
1649,1900,SW,RIVER-THE STRAND,DR,D305,97201,0,0
1650,7232,N,NEW YORK,AVE,2,97203,9,1
1651,15510,NE,KNOTT,ST,21,97230,28,1
1652,6108,NE,16TH,AVE,,97211,0,0
1653,2845,NE,38th,AVE,,97212,1,1
1654,255,NE,61ST,AVE,13,97213,9,1
1655,2547,SW,BEAVERTON HILLSDALE,HWY,2547,97239,1,0
1656,4930,SE,122ND,AVE,,97236,1,1
1657,7937,SW,40TH,AVE,L,97219,12,1
1658,722,NW,24TH,AVE,104,97210,20,1
1659,3601,SW,River,PKWY,1000,97239,314,1
1660,1949,SE,PALMQUIST,RD,54,97080,245,1
1661,7232,N,NEW YORK,AVE,5,97203,9,1
1662,1221,SW,10th,AVE,501,97205,228,1
1663,705,NW,Winchester,TER,,97210,1,1
1664,3721,SE,136TH,AVE,,97236,8,8
1665,50,SE,87TH,AVE,,97216,0,0
1666,1714,NW,COUCH,ST,17,97209,23,1
1667,1205,SW,CARDINELL,DR,401,97201,61,1
1668,410,NW,18TH,AVE,402,97209,19,1
1669,1001,NW,Lovejoy,ST,910,97209,129,1
1670,6500,N,MICHIGAN 5,AVE,#5,97217,0,0
1671,2530,SE,26TH,AVE,207,97202,30,1
1672,16000,SE,POWELL,BLVD,13,97236,158,2
1673,248,SE,SPOKANE,ST,9,97202,1,1
1674,,NW,Westover,,K301,97210,0,0
1675,4624,SW,COMUS,PL,,97219,1,1
1676,632,SE,117TH,AVE,,97216,2,2
1677,298,,CERVANTES,,,97035,0,0
1678,1920,SW,River Dr. The Strand,DR,602,97201,0,0
1679,1010,NW,NAITO,PKWY,M15,97209,17,0
1680,0,NE,BROADWAY,ST,,97232,11,0
1681,1260,NW,NAITO,PKWY,801,97209,96,1
1682,1801,N,Jantzen,AVE,,97217,2,2
1683,2919,SE,WOODWARD,ST,3,97202,10,1
1684,5040,NE,8TH,AVE,1,97211,1,0
1685,1926,W,BURNSIDE,ST,1113,97209,265,1
1686,730,NW,NAITO,PKWY,E10,97209,38,1
1687,3427,SE,16th,AVE,,97202,2,2
1688,2416,NW,HAMPTON,LN,,97229,1,1
1689,53,,ORIOLE,LN,,97035,0,0
1690,429,N,Bridgeton,RD,14,97217,71,4
1691,2937,SE,"WAVERLEIGH, 6",BLVD,,97202,0,0
1692,1221,SW,10th,AVE,207,97205,228,1
1693,2829,SE,BELMONT,ST,110,97214,32,1
1694,1500,SW,SKYLINE,BLVD,16,97221,28,1
1695,10545,NE,FREMONT,ST,16,97220,5,1
1696,7387,SE,92nd,AVE,,97266,8,8
1697,311,NW,12TH,AVE,302,97209,63,1
1698,707,N,HAYDEN ISLAND,DR,216,97217,90,0
1699,841,SW,Gaines,ST,708,97239,220,1
1700,19609,NE,Marine,DR,A-5,97233,194,0
1701,40712,SE,LOUDON,RD,,97019,0,0
1702,1920,SW,RIVER,DR,E1105,97201,83,1
1703,2003,NW,VILLAGE,CIR,,97229,1,1
1704,936,N,MORGAN,ST,,97217,0,0
1705,1221,SW,10TH,AVE,1401,97205,228,1
1706,6825,SW,CAPITOL HILL,RD,#24,97219,10,0
1707,1926,W,Burnside,,312,97209,265,1
1708,1124,NE,SCHUYLER,ST,,97212,1,1
1709,910,NW,NAITO,PKWY,I19,97209,25,0
1710,5400,NE,30TH,AVE,302,97211,20,1
1711,1030,NW,12TH,AVE,329,97209,178,1
1712,2527,NW,STIMPSON,LN,,97229,1,1
1713,1500,SW,11th unit 904,,,97201,0,0
1714,1411,SE,30TH,AVE,9,97214,13,1
1715,900,NE,FRANCIS,AVE,28,97030,165,3
1716,205,SW,MONTGOMERY,ST,402,97201,19,1
1717,7553,N,EDGEWATER,AVE,,97203,1,0
1718,1811,NW,Couch,,508,97209,57,1
1719,9257,SE,CLINTON,ST,403,97266,6,1
1720,1260,NW,Naito,PKWY,AZ301,97209,96,0
1721,2120,NE,Halsey,ST,29,97232,4,1
1722,900,NE,81ST,AVE,202,97213,62,1
1723,4744,NE,33RD,AVE,,97211,0,0
1724,211,,OSWEGO SMT,,,97035,0,0
1725,841,SW,Gaines,ST,311,97239,220,1
1726,6712,SE,PARDEE in Alley,ST,A,97206,0,0
1727,1535,N,Marine Dr -- C-02,,C-02,97217,0,0
1728,45,,EAGLE CREST,DR,122,97035,0,0
1729,841,SW,Gaines,ST,341,97239,220,1
1730,7910,SW,31st Unit 101,AVE,101,97219,0,0
1731,507,NW,22ND,AVE,305,97210,24,1
1732,725,NW,10TH,AVE,505,97209,39,1
1733,937,NW,GLISAN,ST,737,97209,131,1
1734,6104,SE,83rd,AVE,,97266,1,1
1735,3707,SE,42ND,AVE,,97206,5,5
1736,3525,NE,50th Unit 210,AVE,210,97213,0,0
1737,1320,NE,BROADWAY,ST,,97232,9,0
1738,790,SE,WEBBER,ST,106,97202,47,1
1739,663,N,Tomahawk Island,DR,,97217,1,0
1740,15930,SE,Division,,,97236,8,7
1741,5202,SW,VIEW POINT,TER,,97239,4,1
1742,3930,SE,162,AVE,39,97236,113,0
1743,10248,NW,EDGEWOOD,DR,,97229,1,1
1744,8819,SE,Ellis,ST,5,97266,14,1
1745,1500,SW,11TH,AVE,2701,97201,146,1
1746,2211,SW,1ST,AVE,G20,97201,97,1
1747,15420,NE,KNOTT,ST,18,97230,27,1
1748,19609,NE,Marine,DR,E-4,97230,194,0
1749,6901,SE,Oaks Park,WAY,#26,97202,74,0
1750,1134,SW,JEFFERSON,ST,,97201,50,50
1751,7910,SW,31st Unit 102,AVE,102,97219,0,0
1752,14851,NE,SACRAMENTO,ST,122,97230,8,1
1753,2518,SE,BELMONT,ST,,97214,2,1
1754,267,SE,162ND,AVE,,97233,1,1
1755,200,SW,FLORENCE,AVE,G-2,97080,135,0
1756,350,,CERVANTES,CIR,1-E,97035,0,0
1757,1828,N,JARRETT,ST,,97217,2,2
1758,6712,NE,EMERSON,ST,,97218,0,0
1759,2705,SE,50TH,AVE,,97206,1,1
1760,16219,NE,GLISAN,ST,,97230,39,39
1761,28,SE,28th,AVE,311,97214,33,1
1762,7327,SE,65th,AVE,,97206,1,1
1763,3605,N,ALBINA,AVE,,97227,1,1
1764,4706,SW,Garden Home,RD,,97219,1,1
1765,1104,SW,COLUMBIA,ST,305,97201,29,1
1766,3601,SW,RIVER,PKWY,1718,97239,314,1
1767,1134,SW,JEFFERSON,ST,601,97201,50,1
1768,,SW,LABER,RD,,97221,0,0
1769,5026,SE,39TH,AVE,,97202,1,1
1770,2015,NW,FLANDERS,ST,511,97209,72,1
1771,1620,NE,BROADWAY,ST,213,97232,91,0
1772,2020,SW,MAIN,ST,606,97205,47,1
1773,623,NW,24th,AVE,4,97210,1,0
1774,8716,NE,HASSALO,ST,,97220,1,1
1775,12481,N,WESTSHORE,DR,,97217,0,0
1776,332,NE,MORGAN,ST,,97211,1,1
1777,1900,SW,RIVER-THE STRAND,DR,DM404,97201,0,0
1778,6537,N,OMAHA,AVE,,97217,0,0
1779,1923,SE,HARNEY,ST,,97202,0,0
1780,949,NW,OVERTON,ST,1112,97209,184,1
1781,3601,SW,River,PKWY,1812,97239,314,1
1782,2172,SW,PARK,PL,E,97205,8,1
1783,21016,SE,STARK,ST,67,97030,142,2
1784,1926,W,Burnside,ST,1516,97209,265,1
1785,3570,SW,RIVER,PKWY,603,97239,151,1
1786,1255,NW,9TH,AVE,215,97209,194,1
1787,8819,SE,ELLIS,ST,10,97266,14,1
1788,14859,NE,SACRAMENTO,ST,136,97230,8,1
1789,3320,SE,87TH,AVE,7,97266,8,1
1790,3636,SW,BAIRD,ST,,97219,4,4
1791,3601,SW,RIVER,PKWY,1107,97239,314,1
1792,8807,N,Bayard,,,97217,1,1
1793,1667,SE,Lambert St.,,,97202,0,0
1794,23901,NE,TREEHILL,DR,,97060,1,1
1795,15804,NE,THOMPSON,ST,,97230,1,0
1796,2807,,ORCHARD HILL,LN,,97035,0,0
1797,8233,N,EDISON,ST,8233,97203,1,0
1798,3601,SW,RIVER,PKWY,1408,97239,314,1
1799,1120,NE,82,ST,,97220,10,0
1800,217,NE,146TH,AVE,40,97230,46,1
1801,940,NW,Naito,PKWY,L15,97209,16,0
1802,1504,SE,MAIN,ST,,97214,2,2
1803,19,,MORNINGVIEW,CIR,,97035,0,0
1804,310,SE,16TH,CT,,97060,1,0
1805,12823,SE,STARK,ST,B2,97233,1,1
1806,3715,SE,136th,AVE,,97236,1,1
1807,94,,OSWEGO SMT,,,97035,0,0
1808,2351,NW,WESTOVER,RD,402,97210,112,1
1809,2350,NW,SAVIER,ST,402,97210,76,1
1810,9230,SE,DIVISION,ST,201,97266,9,1
1811,2525,NE,BROADWAY,ST,,97232,12,0
1812,1104,SW,COLUMBIA,ST,204,97201,29,1
1813,701,NE,7th,ST,,97232,9,0
1814,1500,SW,11th unit 1505,,,97201,0,0
1815,937,NW,GLISAN,ST,636A,97209,131,0
1816,531,N,BRIDGETON,RD,1,97217,29,7
1817,1314,NW,IRVING,ST,314,97209,240,1
1818,2716,SE,138TH,AVE,59,97236,4,1
1819,3601,SW,RIVER,PKWY,409,97239,314,1
1820,3622,SW,MULTNOMAH,BLVD,,97219,1,1
1821,4768,W,POWELL,BLVD,223,97030,24,1
1822,726,NW,11TH,AVE,602,97209,33,1
1823,1025,NW,COUCH,ST,1111,97209,136,1
1824,934,NE,EMERSON,ST,,97211,0,0
1825,2309,SW,1ST,AVE,1445,97201,114,1
1826,3601,SW,RIVER,PKWY,1804,97239,314,1
1827,2005,NE,17TH,AVE,1,97212,6,1
1828,,SE,Acacia,,,97080,0,0
1829,305,SW,MONTGOMERY,ST,205,97201,37,1
1830,2551,SE,119TH,AVE,14,97266,1,1
1831,15530,NE,KNOTT,ST,31,97230,28,1
1832,14935,NE,SACRAMENTO,ST,27,97230,8,1
1833,2500,NE,201ST,AVE,62,97024,149,2
1834,2438,NE,KILLINGSWORTH,ST,#8,97211,9,0
1835,1900,SW,River,DR,A 501,97201,68,0
1836,1260,NW,NAITO,PKWY,908,97209,96,1
1837,42,,CERVANTES,CIR,,97035,0,0
1838,10324,SE,YUKON,ST,,97266,0,0
1839,910,SE,42ND,AVE,440,97215,30,1
1840,3601,SW,RIVER,PKWY,1410,97239,314,1
1841,200,SW,FLORENCE,AVE,A-2,97080,135,0
1842,21935,NE,Halsey Ste700,,,97024,0,0
1843,1400,NW,IRVING,ST,714,97209,192,1
1844,821,NW,11TH,AVE,513,97209,68,1
1845,1221,SW,10TH,AVE,303,97205,228,1
1846,1410,NW,KEARNEY,ST,1025,97209,130,1
1847,821,NW,11TH,AVE,403,97209,68,1
1848,550,N,HAYDEN BAY,DR,,97217,1,1
1849,5952,SW,RIVERIDGE,LN,,97239,1,1
1850,7517,N,LEAVITT,AVE,,97203,1,1
1851,3601,SW,RIVER,PKWY,2412,97239,314,1
1852,3570,SW,RIVER,PKWY,1803,97239,151,1
1853,507,NW,22ND,AVE,204,97210,24,1
1854,3830,SE,63RD,AVE,,97206,0,0
1855,1926,W,BURNSIDE,ST,1114,97209,265,1
1856,630,NE,MONROE,ST,3,97212,7,1
1857,5170,SW,LANDING,DR,103,97239,18,1
1858,533,NE,HOLLADAY,ST,309,97232,63,1
1859,21605,,Willow Glen,RD,124-A,97024,0,0
1860,414,NE,80TH,AVE,,97213,8,7
1861,1015,NE,EMERSON,ST,,97211,1,1
1862,4640,SE,87TH,AVE,,97266,2,1
1863,722,NW,24TH,AVE,101,97210,20,1
1864,1314,NW,IRVING,ST,708,97209,240,3
1865,6626,NE,SANDY,BLVD,,97213,1,1
1866,1030,NW,12TH,AVE,214,97209,178,1
1867,820,NW,12TH,AVE,102,97209,70,1
1868,241,N,Lotus Isle,DR,,97217,3,3
1869,1125,NW,9TH,AVE,302,97209,153,1
1870,37,SW,HAMILTON,ST,,97239,13,13
1871,18525,NE,Marine,DR,B-8,97230,136,0
1872,160,,4TH,ST,,97024,0,0
1873,14964,SE,CARUTHERS,CT,,97233,1,1
1874,3601,SW,RIVER,PKWY,1112,97239,314,1
1875,174,,OSWEGO SMT,,,97035,0,0
1876,24016,NE,ALDERCREST,CIR,,97060,1,1
1877,1030,NW,12TH,AVE,402,97209,178,1
1878,3601,SW,RIVER,PKWY,2308,97239,314,1
1879,2323,SW,PARK,PL,701,97205,1,0
1880,37,,WALKING WOODS,DR,,97035,0,0
1881,3601,SW,River,PKWY,611,97239,314,1
1882,809,SW,CRESTVIEW,WAY,,97060,3,3
1883,2792,SE,81ST,AVE,,97206,1,1
1884,1920,SW,RIVER,DR,J-705,97201,83,0
1885,1870,SW,MILITARY,RD,,97219,2,1
1886,1030,NW,12TH,AVE,209,97209,178,1
1887,5423,SW,VIEW POINT,TER,,97239,1,1
1888,1001,NE,90TH,AVE,B,97220,3,1
1889,709,SW,16TH,AVE,410,97205,56,1
1890,3601,SW,River,PKWY,1218,97239,314,1
1891,3705,SW,POMONA,ST,,97219,1,1
1892,21570,NE,173B LAUREL WOOD,LN,173B,97024,0,0
1893,2,,EAGLE CREST,DR,,97035,0,0
1894,3247,SE,118TH,AVE,2Lots,97266,1,0
1895,1616,SW,HARBOR,WAY,407,97201,53,1
1896,1900,SW,River-THE STRAND,DR,DM304,97201,0,0
1897,21100,NE,SANDY,BLVD,#140,97024,258,0
1898,2634,,ORCHARD HILL,PL,,97035,0,0
1899,2436,NW,Westover,RD,E301,97210,7,0
1900,1300,NW,NAITO,PKWY,211A,97209,6,0
1901,1030,NW,12TH,AVE,510,97209,178,1
1902,5706,N,MISSISSIPPI,AVE,,97217,1,1
1903,1503,N,HAYDEN ISLAND,DR,119,97217,375,0
1904,1500,SW,PARK,AVE,425,97201,136,1
1905,647,N,TOMAHAWK ISLAND,DR,,97217,1,0
1906,1025,NW,COUCH,ST,921,97209,136,1
1907,937,NW,GLISAN,ST,1133D,97209,131,0
1908,1258,NW,SHATTUCK,WAY,204,97030,31,1
1909,105,NE,TILLAMOOK,ST,,97212,1,1
1910,3632,SW,BAIRD,ST,6,97219,4,1
1911,14835,SE,GRANT,CT,,97233,1,1
1912,600,SE,MARION,ST,#504,97202,56,0
1913,21535,NE,LAURELWOOD 193A,LN,193-A,97024,0,0
1914,937,NW,GLISAN,ST,1232G,97209,131,0
1915,1518,NE,HOGAN,DR,,97030,1,1
1916,1800,N,AINSWORTH,,,97217,1,1
1917,260,SE,SPOKANE,ST,,97202,1,1
1918,12375,SE,MAIN,ST,,97233,1,1
1919,8313,SW,42ND,AVE,,97219,0,0
1920,4631,SW,CORBETT,AVE,1,97239,1,1
1921,7720,SW,MACADAM,,#28,97219,129,0
1922,3601,SW,RIVER,PKWY,2018,97239,314,1
1923,47,,EAGLE CREST,DR,48,97035,0,0
